"Title","By","FictionOrNon","Subjects","Height","Width","Depth","Shelf","From","Scans","BackedUp","CroppedP2","Notes","boxNumber","rowIndex","bookIndex"
"Melissa","Taylor Caldwell","F","Fiction",20.3,2.6,14.8,"o5d","Schipper Estate","","","","",15,0,5
"Town of Huntington Trails Guide","David Kaufman, Elana Israel, and Zachary Bergson","NF","Map",19.6,0.5,14.2,"o1c","Gareth","","","","",15,0,6
"The Green Mirror","Hugh Walpole","F","Fiction",20.2,2.9,14,"o5d","Schipper Estate","","","","",15,0,7
"Summer's Cup","Penhaligon","F","Poetry",20.2,1.1,14,"o5c","Schipper Estate","","","","",15,0,8
"The Holy Bible","New Revised Standard Edition","F","Religious",20.3,3.4,13.9,"o5c","Gareth","","","","",15,0,9
"Report From #24","Gunnar Sonsteby","NF","History",20.2,1.5,13.9,"o4c","Schipper Estate","","","","",15,0,10
"Robespierre","George Rudé","NF","History",20.2,1.2,13.9,"o4b","Schipper Estate","","","","",15,0,11
"Meditations on First Philosophy","Rene Descartes","NF","Philosophy",20.2,0.7,13.8,"f2e","Fields","","","","",15,0,12
"The Window to the Street","Harriet G. Valentine","NF","History",20.3,1.1,13.6,"o4b","Schipper Estate","","","","",15,0,13
"1003 Household Hints and Work Savers","Michael Gore","NF","General Nonfiction",20.3,0.7,13.5,"o4c","Schipper Estate","","","","",15,0,14
"In the Shadow of Man","Jane Goodall","NF","General Nonfiction",20.2,2.5,13.5,"o4b","Schipper Estate","","","","",15,0,15
"City of Theives","David Benioff","F","Fiction",20.2,1.6,13.5,"b1b","Gareth","","","","",15,0,16
"Don't Know Much About History","Kenneth C. Davis","NF","History",20.3,2.8,13.4,"f2d","Fields","","","","",15,0,17
"Prolegomena to Any Future Metaphysics","Immanuel Kant","NF","Philosophy",20.2,1,13.4,"f1b","Fields","","","","",15,0,18
"The Organized Mind","Daniel J. Levitin","NF","Psychology",20.3,2.9,13.3,"o5e","Gareth","","","","",15,0,19
"A Manual for Writers","Kate L. Turabian","NF","Writing",20.2,1.9,13.3,"o4c","Schipper Estate","","","","",15,0,20
"The Napoleonic Revolution","Robert B. Holtman","NF","History",20.2,1.7,13.2,"o5e","Schipper Estate","","","","",15,0,21
"The Great Gatsby","F. Scott Fitzgerald","F","Fiction",20.2,1.4,13.2,"b1b","Gareth","","","","",15,0,22
"Gift From the Sea","Anne Morrow Lindbergh","F","Poetry",20.2,1,13.2,"o4c","Schipper Estate","","","","",15,0,23
"Story and Structure","Laurence Perrine","NF","English",20.1,2.1,13.1,"o4a","Schipper Estate","","","","",15,0,24
"Ghost Soldiers","Hampton Sides","NF","History",20.2,2.1,13,"o5e","Schipper Estate","","","","",15,0,25
"Kydd","Julian Stockwin","F","Fiction",20.2,1.5,13,"f2e","Fields","","","","",15,0,26
"A Year in Provence","Peter Mayle","NF","Travel",20.2,1.5,12.9,"o4a","Schipper Estate","","","","",15,0,27
"On Not Being Able To Paint","Joanna Field","NF","Memior",20.2,1.5,12.8,"o5c","Schipper Estate","","","","",15,0,28
"Content","Cory Doctorow","NF","Technology, Film and Media",20.2,1.8,12.7,"o1e","Gareth","","","","",15,0,29
"Sailing: A Sailor's Dictionary","Herny Beard and Roy McKie","F","Humor, Sailing",20,1,20.2,"f2d","Fields","","","","",15,1,0
"The Intelligent Eye","R. L. Gregory","NF","Biology",19.8,1.7,14.3,"o5e","Schipper Estate","","","","",15,1,1
"Mud Pies and Other Recipes","Marjorie Winslow","F","Cooking, Humor",19.5,1,14.3,"o4c","Schipper Estate","","","","",15,1,2
"The 100 Simple Secrets of Successful People","David Niven, Ph.D.","NF","Self Help",19.4,2,14.3,"o4a","Schipper Estate","","","","",15,1,3
"C/O Postmaster","Coporal Thomas R. St. George","NF","History?",20.1,1.9,14.1,"o5e","Schipper Estate","","","","",15,1,4
"Acres and Pains","S. J. Perelman","F","Fiction",19.8,1.2,14,"o5d","Schipper Estate","","","","",15,1,5
"Early European History","Webster","NF","History",20.1,3.9,13.9,"o5c","Schipper Estate","","","","",15,1,6
"Along the Old York Road","James Cawley and Margaret Cawley","F","Fiction",20.1,1.2,13.9,"o5d","Schipper Estate","","","","",15,1,7
"A Girl of the Limberlost","Gene Stratton Porter","F","Fiction",19.5,3.2,13.7,"o5f","Schipper Estate","","","","",15,1,8
"Winnie The Pooh (2)","A. A. Milne","F","Children",19.5,1.7,13.7,"f2e","Fields","","","","",15,1,9
"The Wisdom of the Native Americans","Kent Nerburn","NF","General Nonfiction",19.2,2.1,13.5,"o5c","Schipper Estate","","","","",15,1,10
"The Effective Exectuive","Peter F. Drucker","NF","Business",20,1.2,13.4,"o4a","Schipper Estate","","","","",15,1,11
"Master and Commander","Patrick O'Brian","F","Fiction, Sailing",19.7,2.1,13.4,"o4c","Schipper Estate","","","","",15,1,12
"Buoy","Bruce Balan","F","Poetry",19.7,2.1,13.4,"o4c","Schipper Estate","","","","",15,1,13
"University of Michigan Official Publication, March 1932","Michigan University","NF","History",19,0.3,13.4,"o5d","Schipper Estate","","","","",15,1,14
"The Little Locksmith","Katherine Butler Hathaway","F","Fiction",19.5,2.4,13.3,"o5d","Schipper Estate","","","","",15,1,15
"The Four Million","O. Henry","F","Fiction",19.3,3,13.3,"o5d","Schipper Estate","","","","",15,1,16
"Leaving Ireland","Ann Moore","F","Historical Fiction",20,2.2,13.2,"f2d","Fields","","","","",15,1,17
"An Unquiet Mind","Kay Redfield Jamison","NF","Psychology, Biology",20.1,1.6,13.1,"o4a","Schipper Estate","","","","",15,1,18
"Profiles in Courage for Our Time","Caroline Kennedy","NF","General Nonfiction",19.9,2.3,13.1,"o4a","Schipper Estate","","","","",15,1,19
"Look Me In The Eye","John Elder Robison","NF","Autobiography",20.1,1.8,13,"o4c","Schipper Estate","","","","",15,1,20
"Harry Potter and the Sorcerer's Stone","J. K. Rowling","F","Children",19.2,2,13,"o1c","Gareth","","","","",15,1,21
"The Ghosts of Nantucket (2)","Blue Balliett","F","Fiction",20.1,1,12.9,"o5c","Schipper Estate","","","","",15,1,22
"Many Waters","Madeleine L'Engle","F","Fiction",19.2,2.2,12.9,"b1b","Gareth","","","","",15,1,23
"Siddhartha","Hermann Hesse","F","Fiction",20,1.3,12.8,"o3c","Gareth","","","","",15,1,24
"Pierre","Maurice Sendak","F","Children",14.9,0.4,10.6,"o5b","Schipper Estate","","","","",15,1,25
"The Magic Schoolbus in the Time of the Dinosaurs","Cole and Degan","F","Fiction",19.8,0.9,23.5,"b1c","Gareth","","","","",56,0,0
"The Magic Schoolbus Inside the Human Body","Cole and Degan","F","Fiction",19.2,0.3,22.9,"b1c","Gareth","","","","",56,0,1
"The Magic Schoolbus At The Water Works (1)","Cole and Degan","F","Fiction",19.2,0.3,22.9,"b1c","Gareth","","","","",56,0,2
"The Real Joy of Sailing","C. S. Henry","F","Sailing, Humor",19,0.8,14.5,"o4c","Schipper Estate","","","","",56,0,3
"Mother and Son: The Soul Enchanted, Vol 3","Romain Rolland","F","Fiction",19.1,3.6,13.9,"o5d","Schipper Estate","","","","",56,0,4
"Road to Yesterday","Byron F. Fellows, Jr. and William F. Roseboom","NF","History",19,1.1,13.8,"o5c","Schipper Estate","","","","",56,0,5
"When We Were Very Young","A. A. Milne","F","Children",19.2,1.6,13.7,"f2e","Fields","","","","",56,0,6
"Winnie The Pooh (1)","A. A. Milne","F","Children",19.2,1.9,13.6,"f2d","Fields","","","","",56,0,7
"Making Molehills of Mountains","The Voice of Experience, Inc.","F","Fiction",19,3,13.6,"o4d","Schipper Estate","","","","",56,0,8
"Holy Bible, With Helps","Revised Standard Edition","F","Religious",19,3.8,13.5,"f2a","Schipper Estate","","","","",56,0,9
"The Blue Book of Effective Speech","Frederick Houk Law","NF","Business",19,3.1,13.4,"o4a","Schipper Estate","","","","",56,0,10
"Witch Week","Diana Wynne Jones","F","Fiction",19.2,1.5,13.2,"b1c","Gareth","","","","",56,0,11
"The Magicians of Caprona","Diana Wynne Jones","F","Fiction",19.2,1.5,13.2,"b1c","Gareth","","","","",56,0,12
"The Wisdom of the Native Americans (1)","Kent Nerburn","NF","General Nonfiction",19,2.2,13.2,"o4a","Schipper Estate","","","","",56,0,13
"The Story of Louisa May Alcott, Determined Writer","Marci Ridlon McGill","NF","Biography, Children",19.1,0.6,13.1,"o5b","Schipper Estate","","","","",56,0,14
"Vagabond's House","Don Blanding","F","Fiction",19.2,1.5,13,"o4a","Schipper Estate","","","","",56,0,15
"Mary Jane In New England","Clara Ingram Judson","NF","Gardening",19,2.8,13,"o5d","Schipper Estate","","","","",56,0,16
"A Graduation Recipie","Dean Walley","F","Poetry",17,0.5,13,"o5b","Schipper Estate","","","","",56,0,17
"The Dark is Rising","Susan Cooper","F","Fiction",19.2,2,12.9,"b1c","Gareth","","","","",56,0,18
"The Phantom Tollbooth","Norton Juster","F","Fiction",19.2,1.9,12.9,"b1c","Gareth","","","","",56,0,19
"A Wrinkle in Time","Madeleine L'Engle","F","Fiction",19.2,1.4,12.9,"o5c","Schipper Estate","","","","",56,0,20
"Half Magic","Edward Eager","F","Fiction",19.2,1.2,12.9,"b1c","Gareth","","","","",56,0,21
"Magic By The Lake","Edward Eager","F","Fiction",19.2,1.1,12.9,"b1c","Gareth","","","","",56,0,22
"The Time Garden","Edward Eager","F","Fiction",19.2,1.1,12.9,"b1c","Gareth","","","","",56,0,23
"NARYU Official Racing Rules","North American Yacht Racing Union","NF","Sailing",18.9,0.3,12.9,"f1b","Fields","","","","",56,0,24
"On The Pulse Of Morning (2)","Maya Angelou","F","Poetry",16.5,0.4,12.2,"o4c","Schipper Estate","","","","",56,0,25
"Daddy-Long-Legs","Jean Webster","F","Fiction",17.9,3,13.4,"o4a","Schipper Estate","","","","",56,1,0
"Le Premier Livre","Albert A. Méras, Ph.D. and B Méras, A.M.","F","French",18.9,1.5,13.3,"o5f","Schipper Estate","","","","",56,1,1
"201 Spanish Verbs","Christopher Kendris","NF","Spanish",18.2,1.4,13.3,"f2e","Fields","","","","",56,1,2
"By England's Aid","G. A. Henty","TODO","TODO",18.9,2.5,13.2,"o5d","Schipper Estate","","","","",56,1,3
"Contemporary Poetry","Marguerite Wilkinson","F","Poetry",18.8,2.1,13,"o5e","Schipper Estate","","","","",56,1,4
"Elsie's Holidays","Martha Finley","F","Fiction",18.2,3.2,12.9,"o5b","Schipper Estate","","","","",56,1,5
"Elsie's Womanhood","Martha Tinley","F","Fiction",18.2,3.2,12.9,"o5c","Schipper Estate","","","","",56,1,6
"Elsie Dinsmore","Martha Finley","F","Fiction",18.2,3.2,12.9,"o5d","Schipper Estate","","","","",56,1,7
"Elsie's Girlhood","Martha Finley","F","Fiction",18.2,3.1,12.9,"o5b","Schipper Estate","","","","",56,1,8
"How to Clean Practically Anything","Consumer Reports Books","NF","General Nonfiction",18.5,1.2,12.8,"o4c","Schipper Estate","","","","",56,1,9
"How Starbucks Saved My Life","Michael Gates Hill","NF","Memior",18,1.8,12.8,"o4c","Schipper Estate","","","","",56,1,10
"Sailing Alone Around the World","Captain Joshual Slocum","NF","Sailling",18,1.8,12.7,"o5c","Schipper Estate","","","","",56,1,11
"The Worst-Case Scenario Survival Handbook: Life","Joshua Piven and David Borgenicht","NF","General Nonfiction",17.7,2.1,12.6,"o5c","Schipper Estate","","","","",56,1,12
"Elsie at Home","Martha Tinley","F","Fiction",18.2,2.9,12.3,"o5b","Schipper Estate","","","","",56,1,13
"Elsie's Motherhood","Martha Tinley","F","Fiction",18.2,2.9,12.3,"o5b","Schipper Estate","","","","",56,1,14
"The Lonely Sea and the Sky","Francis Chichester","NF","Sailing, Autobiography",17.7,2.8,11,"f2d","Fields","","","","",56,1,15
"The Little Penguin Handbook","Lester Faigley, Alfred Rosa, and Paul Eschholz","NF","Writing",17.9,1.6,14.5,"o1b","Gareth","","","","",26,0,0
"The Last Lecture","Randy Pausch","NF","General Nonfiction",18.5,1.7,14,"o5c","Schipper Estate","","","","",26,0,1
"Pedestrian Safety Expert Gets Hit By Bus","Huw Davies","NF","Oddities",18.2,3.2,14,"f2d","Fields","","","","",26,0,2
"The Art of War","Sun Tzu","NF","General Nonfiction",17.9,1.7,14,"o3c","Gareth","","","","",26,0,3
"Holy Bible","Freemasons","F","Religious",18.5,3.9,13.7,"f1a","Fields","093/094","👍","","",26,0,4
"A Guide for Grown-ups","Antoine De Saint-Exupéry","NF","General Nonfiction",17.9,1.2,13,"o4a","Schipper Estate","","","","",26,0,5
"Roses: The Little Scented Library","Malcolm Hillier","NF","Gardening",16.1,0.8,12.5,"o4a","Schipper Estate","","","","",26,0,6
"Belles On Their Toes (1)","Frank B. Gilbreth, Jr. and Ernestine Gibreth Carey","F","Fiction",17.6,1.9,10.6,"o5b","Schipper Estate","","","","",26,0,7
"Belles On Their Toes (2)","Frank B. Gilbreth, Jr. and Ernestine Gibreth Carey","F","Fiction",17.6,1.8,10.6,"o5b","Schipper Estate","","","","",26,0,8
"Over Sea, Under Stone","Susan Cooper","F","Fiction",17.6,1.7,10.5,"b1c","Gareth","","","","",26,0,9
"2001: A Space Odyssey","Arthur C. Clarke","F","Science Fiction",17.6,1.8,10.2,"f2d","Fields","","","","",26,0,10
"Monet: The Artist Speaks","Genevieve Morgan","NF","General Nonfiction",18.5,1.2,18.5,"o5c","Schipper Estate","","","","",19,0,0
"Gregg Shorthand (2)","John Robert Gregg","NF","English",17.5,1.4,12.8,"o5b","Schipper Estate","","","","",19,0,1
"Brown Bear, Brown Bear, What Do You See?","Bill Martin, Jr. and Eric Carle","F","Children",17.6,1.5,12.6,"o5b","Schipper Estate","","","","",19,0,2
"Murder on Embassy Row","Margaret Truman","F","Fiction",17.4,2.6,10.8,"o4a","Schipper Estate","","","","",19,0,3
"The Other Side of the Sun","Madeleine L'Engle","F","Fiction",17.4,2.4,10.7,"b1b","Gareth","","","","",19,0,4
"The Sun Also Rises","Ernest Hemingway","F","Fiction",17.4,2.1,10.7,"b1b","Gareth","","","","",19,0,5
"Washington Is Leaking","Art Buchwald","NF","Fiction",17.4,2,10.7,"o4c","Schipper Estate","","","","",19,0,6
"The Grey King","Susan Cooper","F","Fiction",17.6,1.4,10.5,"b1c","Gareth","","","","",19,0,7
"Greenwich","Susan Cooper","F","Fiction",17.6,1.2,10.5,"b1c","Gareth","","","","",19,0,8
"Rama II","Arthur C. Clarke","F","Science Fiction",17.5,3.1,10.5,"f2e","Fields","","","","",19,0,9
"Tiger in the Well","Philip Pullman","F","Children",17.5,2.9,10.5,"o1c","Gareth","","","","",19,0,10
"Shadow in the North","Philip Pullman","F","Children",17.5,2.6,10.5,"o1c","Gareth","","","","",19,0,11
"The Canerbury Tales","Geoffrey Chaucer","F","Fiction",17.5,2.5,10.5,"f1b","Fields","","","","",19,0,12
"Deep Wizardry","Diane Duane","F","Fiction",17.5,2.5,10.5,"b1c","Gareth","","","","",19,0,13
"High Wizardy","Diane Duane","F","Fiction",17.5,2.1,10.5,"b1c","Gareth","","","","",19,0,14
"A Wizard Abroad","Diane Duane","F","Fiction",17.5,2,10.5,"b1c","Gareth","","","","",19,0,15
"Ruby in the Smoke","Philip Pullman","F","Children",17.5,1.8,10.5,"o1c","Gareth","","","","",19,0,16
"Here I Stand","Roland H. Bainton","NF","Historical Biography",17.5,1.7,10.5,"o4a","Schipper Estate","","","","",19,0,17
"To Build A Fire and Other Stories","Jack London","F","Fiction",17.4,2,10.5,"o5c","Schipper Estate","","","","",19,0,18
"The Garden of Rama","Arthur C. Clarke and Gentry Lee","F","Science Fiction",17.2,3.1,10.5,"f2d","Fields","","","","",19,0,19
"Moby Dick","Herman Melville","F","Fiction",17.4,2.8,10.4,"b1b","Gareth","","","","",19,0,20
"Magic the Gathering: Mercadian Masques","Francis Lebaron","F","Fiction",17.4,2.4,10.4,"b1b","Gareth","","","","",19,0,21
"A Ring of Endless Light","Madeleine L'Engle","F","Fiction",17.3,2.4,10.4,"b1b","Gareth","","","","",19,0,22
"2061: Odyssey Three","Arthur C. Clarke","F","Science Fiction",17.2,2.2,10.2,"f2e","Fields","","","","",19,0,23
"On the Night You Were Born","Nancy Tillman","F","Children",16.2,1.8,16.5,"o4a","Schipper Estate","","","","",19,1,0
"The World According to Mr. Rogers","Fred Rogers","NF","General Nonfiction",17,2.1,14.8,"o4a","Schipper Estate","","","","",19,1,1
"It's Not Easy Being Green","Jim Henson","NF","General Nonfiction",17,1.8,14.8,"o4a","Schipper Estate","","","","",19,1,2
"Betty's Orphans","Alice Hale Burnett","F","Fiction",16.9,1.3,12,"o5b","Schipper Estate","","","","",19,1,3
"Short Essays for Standards VI and VII","TODO","NF","General Nonfiction",17.1,1.2,11.8,"o5b","Schipper Estate","","","","",19,1,4
"Lippincott's Quick Reference Book for Nurses","Young and Lee","NF","Medical",17,3.4,11.1,"o5c","Schipper Estate","","","","",19,1,5
"A Children's Garden of Verses","Robert L. Stevenson","F","Poetry, Children",16.7,1.6,11,"o5b","Schipper Estate","","","","",19,1,6
"Blue Highways","William Least Heat Moon","NF","General Nonfiction",17.2,2.7,10.7,"o4a","Schipper Estate","","","","",19,1,7
"King Lear","William Shakespeare","F","Fiction",17,1.8,10.7,"b1b","Gareth","","","","",19,1,8
"The Merriam-Webster Thesaurus","Mirriam-Webster","NF","English",17,2.8,10.6,"o5c","Schipper Estate","","","","",19,1,9
"Romeo and Juliet","William Shakespeare","F","Fiction",17,1.8,10.6,"b1b","Gareth","","","","",19,1,10
"Rendezvous With Rama","Arthur C. Clarke","F","Science Fiction",17.2,3.1,10.5,"f2d","Fields","","","","",19,1,11
"Illusions","Richard Back","F","Fiction",17,1.5,10.5,"o4a","Schipper Estate","","","","",19,1,12
"The Chronicles of Crestomanci, Vol. 1","Diana Wynne Jones","F","Fiction",17,4,10.4,"b1c","Gareth","","","","",19,1,13
"Good Omens","Terry Pratchett and Neil Gaiman","F","Fiction",17,3.4,10.3,"b1b","Gareth","","","","",19,1,14
"Unseen Academicals","Terry Pratchett","F","Fiction",17,3.4,10.3,"b1b","Gareth","","","","",19,1,15
"Making Money","Terry Pratchett","F","Fiction",17,3,10.3,"bd","Gareth","","","","",19,1,16
"Soul Music","Terry Pratchett","F","Fiction",17,2.9,10.3,"b1b","Gareth","","","","",19,1,17
"Thief of Time","Terry Pratchett","F","Fiction",17,2.9,10.3,"b1b","Gareth","","","","",19,1,18
"Sourcery","Terry Pratchett","F","Fiction",17,2.5,10.3,"b1b","Gareth","","","","",19,1,19
"The Pocket Oxford Dictionary","F. G. Fowler and H. W. Fowler","NF","English",17.2,2.7,10.2,"o5b","Schipper Estate","","","","",19,1,20
"The White-Flower Farm Garden Book","Amos Pettingill","NF","Gardening",16.5,3.3,24.2,"o4b","Schipper Estate","","","","",44,0,0
"Ghirardelli Original Chocolate Cookbook","Phyllis Larsen","NF","Cooking",13.4,1.2,21.1,"o4c","Schipper Estate","","","","",44,0,1
"Let's Get Growing","Joel Rapp","NF","Gardening",13.2,0.6,19.8,"o4a","Schipper Estate","","","","",44,0,2
"101 Things I Learned In Architecture School","Matthew Frederick","NF","Design",13.4,2.2,18.4,"o5b","Gareth","","","","",44,0,3
"When The Rainbow Is Enuf, or For Colored Girls Who Have Considered Suicide","Ntozake Shange","F","Poetry",14,1.3,15.5,"o5f","Schipper Estate","","","","",44,0,4
"P.S. I Love You","H. Jackson Brown, Jr.","NF","Self-help",11.3,1.1,15.1,"o5b","Schipper Estate","","","","",44,0,5
"The Conversation Piece","Bret Nicholaus and Paul Lowrie","NF","General Nonfiction",13.8,1.5,14.6,"o4a","Schipper Estate","","","","",44,0,6
"Normal Is A Setting On the Dryer","Adair Lara","NF","Self-help",14.5,1.5,14.5,"o5b","Schipper Estate","","","","",44,0,7
"Gems of American Architecture","William Royal Greer","NF","Architecture",12.1,0.4,14.5,"o5b","Schipper Estate","","","","",44,0,8
"Hugs & Kisses","Bruce Davis, Ph.D and Genny Wright","NF","Self-help, children",12.8,0.7,12.6,"o5b","Schipper Estate","","","","",44,0,9
"The Carrot Seed (2)","Ruth Krauss","F","Children",14.8,1.4,12.5,"o5b","Schipper Estate","","","","",44,0,10
"My First Truck Board Book","DK","NF","Children",15,1.9,12,"o5b","Schipper Estate","","","","",44,0,11
"The Dalai Lama's Little Book of Wisdom","His Holiness The Dalai Lama","F","Religious",13.3,3.2,11.7,"o5b","Schipper Estate","","","","",44,0,12
"Practical Synonyms","Bechtel","NF","English",14.9,1.9,11.5,"o5b","Schipper Estate","","","","",44,0,13
"The Holy Bible","American Standard Edition","F","Religious",14.5,4,11,"f2a","Schipper Estate","","","","",44,0,14
"Julius Caesar","William Shakespeare","F","Fiction",16.2,1.4,10.7,"o5b","Schipper Estate","","","","",44,0,15
"The Taming of the Shrew","William Shakespeare","F","Fiction",16,1.4,10.7,"o5c","Schipper Estate","","","","",44,0,16
"2010: Odyssey Two","Arthur C. Clarke","F","Science Fiction",15.2,2.5,10.7,"f2d","Fields","","","","",44,0,17
"Really Important Stuff My Kids Have Taught Me","Cynthia Copeland Lewis","NF","Self-help",10.8,2.6,10.7,"o5b","Schipper Estate","","","","",44,0,18
"I Kid You Not","Jack Pear","F","Fiction",16,1.4,10.6,"o4a","Schipper Estate","","","","",44,0,19
"Italian-English, English-Italian Dictionary","Alberto Tedeshi and Carlo Rossi Fantonetti","NF","Italian",15.1,2.3,10.6,"o4b","Schipper Estate","","","","",44,0,20
"Success in a Nutshell","Titan","NF","Self-help",15.7,0.8,10.5,"o5b","Schipper Estate","","","","",44,0,21
"The Pocket Book of O. Henry Stories","O. Henry","F","Fiction",16.2,1.3,10.4,"o5b","Schipper Estate","","","","",44,0,22
"The Tiny Seed","Eric Carle","F","Children",14.8,0.8,10.4,"o5b","Schipper Estate","","","","",44,0,23
"Great English and American Poems","The Pocket Book of Verse","F","Poetry",16.1,2,10.2,"o4a","Schipper Estate","","","","",44,0,24
"Field Guide to Produce","Aliza Green","NF","Cooking",14.9,2.4,10.2,"o3a","Gareth","","","","",44,0,25
"14,000 Things To Be Happy About","Barbara Ann Kipfer","NF","Self-help",15.1,4,10,"o5b","Schipper Estate","","","","",44,0,26
